"cond","SID","survey_name","item","value"
"other","s025","sharing_broad","4_sharing_broad","65"
"other","s028","sharing_broad","4_sharing_broad","88"
"self","s030","sharing_broad","4_sharing_broad","72"
"other","s031","sharing_broad","4_sharing_broad","92"
"self","s032","sharing_broad","4_sharing_broad","100"
"self","s036","sharing_broad","4_sharing_broad","45"
"other","s037","sharing_broad","4_sharing_broad","82"
"other","s038","sharing_broad","4_sharing_broad","50"
"self","s040","sharing_broad","4_sharing_broad","47"
"other","s041","sharing_broad","4_sharing_broad","79"
"other","s042","sharing_broad","4_sharing_broad","81"
"self","s043","sharing_broad","4_sharing_broad","1"
"other","s045","sharing_broad","4_sharing_broad","16"
"self","s046","sharing_broad","4_sharing_broad","81"
"self","s048","sharing_broad","4_sharing_broad","97"
"other","s049","sharing_broad","4_sharing_broad","86"
"self","s051","sharing_broad","4_sharing_broad","70"
"self","s052","sharing_broad","4_sharing_broad","11"
"other","s053","sharing_broad","4_sharing_broad","12"
"self","s054","sharing_broad","4_sharing_broad","76"
"other","s055","sharing_broad","4_sharing_broad","99"
"self","s056","sharing_broad","4_sharing_broad","42"
"self","s057","sharing_broad","4_sharing_broad","100"
"self","s058","sharing_broad","4_sharing_broad","38"
"other","s062","sharing_broad","4_sharing_broad","0"
"self","s063","sharing_broad","4_sharing_broad","0"
"self","s064","sharing_broad","4_sharing_broad","5"
"other","s065","sharing_broad","4_sharing_broad","48"
"other","s066","sharing_broad","4_sharing_broad","71"
"self","s067","sharing_broad","4_sharing_broad","20"
"other","s068","sharing_broad","4_sharing_broad","1"
"self","s069","sharing_broad","4_sharing_broad","0"
"self","s070","sharing_broad","4_sharing_broad","22"
"other","s072","sharing_broad","4_sharing_broad","33"
"other","s073","sharing_broad","4_sharing_broad","4"
"other","s074","sharing_broad","4_sharing_broad","100"
"other","s075","sharing_broad","4_sharing_broad","94"
"self","s076","sharing_broad","4_sharing_broad","0"
"other","s078","sharing_broad","4_sharing_broad","52"
"other","s079","sharing_broad","4_sharing_broad","25"
"self","s080","sharing_broad","4_sharing_broad","11"
"other","s081","sharing_broad","4_sharing_broad","1"
"self","s082","sharing_broad","4_sharing_broad","50"
"other","s083","sharing_broad","4_sharing_broad","50"
"self","s084","sharing_broad","4_sharing_broad","0"
"other","s085","sharing_broad","4_sharing_broad","2"
"self","s086","sharing_broad","4_sharing_broad","0"
"self","s089","sharing_broad","4_sharing_broad","57"
"other","s090","sharing_broad","4_sharing_broad","16"
"other","s092","sharing_broad","4_sharing_broad","51"
"self","s093","sharing_broad","4_sharing_broad","43"
"self","s095","sharing_broad","4_sharing_broad","0"
"other","s097","sharing_broad","4_sharing_broad","56"
"other","s099","sharing_broad","4_sharing_broad","63"
"other","s100","sharing_broad","4_sharing_broad","99"
"self","s101","sharing_broad","4_sharing_broad","81"
"other","s103","sharing_broad","4_sharing_broad","46"
"self","s104","sharing_broad","4_sharing_broad","82"
"self","s106","sharing_broad","4_sharing_broad","0"
"other","s108","sharing_broad","4_sharing_broad","6"
"other","s110","sharing_broad","4_sharing_broad","26"
"self","s111","sharing_broad","4_sharing_broad","2"
"self","s112","sharing_broad","4_sharing_broad","50"
"self","s113","sharing_broad","4_sharing_broad","50"
"other","s114","sharing_broad","4_sharing_broad","40"
"other","s115","sharing_broad","4_sharing_broad","40"
"other","s116","sharing_broad","4_sharing_broad","62"
"other","s117","sharing_broad","4_sharing_broad","63"
"self","s118","sharing_broad","4_sharing_broad","57"
"self","s119","sharing_broad","4_sharing_broad","0"
"other","s120","sharing_broad","4_sharing_broad","13"
"self","s121","sharing_broad","4_sharing_broad","6"
"other","s122","sharing_broad","4_sharing_broad","65"
"other","s123","sharing_broad","4_sharing_broad","0"
"self","s124","sharing_broad","4_sharing_broad","54"
"other","s125","sharing_broad","4_sharing_broad","0"
"other","s126","sharing_broad","4_sharing_broad","93"
"self","s127","sharing_broad","4_sharing_broad","49"
"self","s130","sharing_broad","4_sharing_broad","1"
"self","s132","sharing_broad","4_sharing_broad","0"
"other","s133","sharing_broad","4_sharing_broad","31"
"other","s134","sharing_broad","4_sharing_broad","6"
"other","s136","sharing_broad","4_sharing_broad","0"
"other","s137","sharing_broad","4_sharing_broad","7"
"other","s139","sharing_broad","4_sharing_broad","58"
"other","s140","sharing_broad","4_sharing_broad","0"
"self","s141","sharing_broad","4_sharing_broad","25"
"self","s143","sharing_broad","4_sharing_broad","47"
"self","s145","sharing_broad","4_sharing_broad","8"
"self","s146","sharing_broad","4_sharing_broad","2"
"self","s147","sharing_broad","4_sharing_broad","33"
"self","s149","sharing_broad","4_sharing_broad","93"
"other","s150","sharing_broad","4_sharing_broad","0"
"self","s151","sharing_broad","4_sharing_broad","80"
"other","s153","sharing_broad","4_sharing_broad","1"
"self","s155","sharing_broad","4_sharing_broad","0"
"other","s156","sharing_broad","4_sharing_broad","93"
"self","s157","sharing_broad","4_sharing_broad","71"
"other","s159","sharing_broad","4_sharing_broad","91"
"self","s160","sharing_broad","4_sharing_broad","56"
"self","s161","sharing_broad","4_sharing_broad","93"
"other","s163","sharing_broad","4_sharing_broad","100"
"other","s166","sharing_broad","4_sharing_broad","83"
"self","s167","sharing_broad","4_sharing_broad","0"
"self","s168","sharing_broad","4_sharing_broad","56"
"other","s170","sharing_broad","4_sharing_broad","71"
"self","s172","sharing_broad","4_sharing_broad","1"
"other","s177","sharing_broad","4_sharing_broad","9"
"self","s178","sharing_broad","4_sharing_broad","0"
"self","s184","sharing_broad","4_sharing_broad","38"
"other","s185","sharing_broad","4_sharing_broad","0"
"self","s186","sharing_broad","4_sharing_broad","53"
"self","s187","sharing_broad","4_sharing_broad","50"
"other","s189","sharing_broad","4_sharing_broad","0"
"other","s191","sharing_broad","4_sharing_broad","25"
"self","s192","sharing_broad","4_sharing_broad","54"
"self","s193","sharing_broad","4_sharing_broad","61"
"self","s194","sharing_broad","4_sharing_broad","10"
"self","s195","sharing_broad","4_sharing_broad","1"
"self","s196","sharing_broad","4_sharing_broad","61"
"other","s197","sharing_broad","4_sharing_broad","65"
"self","s198","sharing_broad","4_sharing_broad","82"
"self","s200","sharing_broad","4_sharing_broad","81"
"other","s201","sharing_broad","4_sharing_broad","3"
"self","s202","sharing_broad","4_sharing_broad","68"
"other","s204","sharing_broad","4_sharing_broad","5"
"other","s205","sharing_broad","4_sharing_broad","0"
"other","s206","sharing_broad","4_sharing_broad","91"
"self","s207","sharing_broad","4_sharing_broad","49"
"self","s208","sharing_broad","4_sharing_broad","84"
"other","s210","sharing_broad","4_sharing_broad","63"
"self","s211","sharing_broad","4_sharing_broad","0"
"self","s212","sharing_broad","4_sharing_broad","59"
"other","s214","sharing_broad","4_sharing_broad","84"
"other","s215","sharing_broad","4_sharing_broad","71"
"other","s216","sharing_broad","4_sharing_broad","0"
"self","s217","sharing_broad","4_sharing_broad","7"
"other","s218","sharing_broad","4_sharing_broad","28"
"self","s219","sharing_broad","4_sharing_broad","1"
"other","s222","sharing_broad","4_sharing_broad","54"
"self","s223","sharing_broad","4_sharing_broad","61"
"self","s224","sharing_broad","4_sharing_broad","0"
"other","s227","sharing_broad","4_sharing_broad","98"
"self","s230","sharing_broad","4_sharing_broad","17"
"self","s234","sharing_broad","4_sharing_broad","49"
"other","s235","sharing_broad","4_sharing_broad","91"
"other","s236","sharing_broad","4_sharing_broad","57"
"self","s237","sharing_broad","4_sharing_broad","68"
"self","s242","sharing_broad","4_sharing_broad","43"
"self","s243","sharing_broad","4_sharing_broad","64"
"other","s246","sharing_broad","4_sharing_broad","1"
"self","s248","sharing_broad","4_sharing_broad","53"
"other","s249","sharing_broad","4_sharing_broad","85"
"self","s250","sharing_broad","4_sharing_broad","82"
"other","s251","sharing_broad","4_sharing_broad","0"
"other","s255","sharing_broad","4_sharing_broad","0"
"other","s257","sharing_broad","4_sharing_broad","69"
"self","s258","sharing_broad","4_sharing_broad","92"
"other","s259","sharing_broad","4_sharing_broad","90"
"self","s260","sharing_broad","4_sharing_broad","4"
"other","s261","sharing_broad","4_sharing_broad","0"
"self","s262","sharing_broad","4_sharing_broad","77"
"other","s265","sharing_broad","4_sharing_broad","73"
"self","s268","sharing_broad","4_sharing_broad","100"
"other","s270","sharing_broad","4_sharing_broad","86"
"self","s273","sharing_broad","4_sharing_broad","73"
"other","s274","sharing_broad","4_sharing_broad","86"
"other","s275","sharing_broad","4_sharing_broad","33"
"self","s276","sharing_broad","4_sharing_broad","92"
"self","s277","sharing_broad","4_sharing_broad","98"
"self","s278","sharing_broad","4_sharing_broad","61"
"other","s279","sharing_broad","4_sharing_broad","100"
"self","s280","sharing_broad","4_sharing_broad","59"
"self","s281","sharing_broad","4_sharing_broad","39"
"other","s283","sharing_broad","4_sharing_broad","53"
"self","s287","sharing_broad","4_sharing_broad","60"
"self","s288","sharing_broad","4_sharing_broad","1"
"other","s292","sharing_broad","4_sharing_broad","1"
"other","s294","sharing_broad","4_sharing_broad","99"
"other","s295","sharing_broad","4_sharing_broad","29"
"self","s297","sharing_broad","4_sharing_broad","77"
"other","s299","sharing_broad","4_sharing_broad","100"
"other","s300","sharing_broad","4_sharing_broad","98"
"self","s301","sharing_broad","4_sharing_broad","0"
"other","s303","sharing_broad","4_sharing_broad","78"
